Gazepoint Analysis,v4.1.0
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 7, 2ab, M, 0, 2.201, 1.085, 0.005, 9.000, 12, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 8, 3ab, M, 0, 7.048, 1.068, 0.004, 8.000, 6, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 9, 4ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 10, 5ba, M, 0, 9.874, 1.100, 0.005, 8.000, 7, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 13, 6ba, M, 0, 5.601, 2.416, 0.010, 9.000, 9, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 14, 7ab, M, 0, 9.250, 2.234, 0.009, 9.000, 8, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 15, 8ba, M, 0, 8.526, 0.313, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 17, 9ab, M, 0, 6.144, 1.216, 0.005, 3.000, 2, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 18, 10ba, M, 0, 11.894, 0.312, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 19, 11ab, M, 0, 9.840, 6.079, 0.025, 14.000, 9, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 20, 12ba, M, 0, 10.481, 0.756, 0.003, 4.000, 3, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 21, 13ab, M, 0, 2.251, 0.657, 0.003, 3.000, 5, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 22, 14ba, M, 0, 6.210, 0.345, 0.001, 2.000, 2, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 23, 15ab, M, 0, 8.083, 1.116, 0.005, 5.000, 3, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 24, 16ba, M, 0, 7.869, 0.213, 0.001, 2.000, 0, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 25, 17ab, M, 0, 7.426, 2.448, 0.010, 7.000, 3, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 26, 18ba, M, 0, 5.602, 1.446, 0.006, 4.000, 4, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 27, 19ab, M, 0, 4.534, 1.544, 0.006, 8.000, 5, 
5, Horizontal, 24000.000, 6, AOI 6, 0.000, 24000.000, 29, 20ba, M, 0, 11.829, 0.854, 0.004, 3.000, 4, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 6, 1ab, M, 0, 0.016, 13.944, 0.058, 48.000, 34, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 7, 2ab, M, 0, 0.329, 5.339, 0.022, 23.000, 19, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 8, 3ab, M, 0, 0.000, 2.385, 0.010, 14.000, 10, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 9, 4ba, M, 0, 0.000, 9.384, 0.039, 28.000, 11, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 10, 5ba, M, 0, 0.164, 19.450, 0.081, 50.000, 30, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 13, 6ba, M, 0, 0.000, 5.012, 0.021, 19.000, 15, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 14, 7ab, M, 0, 9.906, 13.473, 0.056, 47.000, 28, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 15, 8ba, M, 0, 9.383, 2.725, 0.011, 11.000, 10, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 17, 9ab, M, 0, 3.269, 2.562, 0.011, 11.000, 9, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 18, 10ba, M, 0, 0.033, 8.854, 0.037, 27.000, 14, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 19, 11ab, M, 0, 0.230, 11.304, 0.047, 29.000, 22, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 20, 12ba, M, 0, 0.000, 9.922, 0.041, 31.000, 10, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 21, 13ab, M, 0, 0.000, 4.766, 0.020, 11.000, 9, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 22, 14ba, M, 0, 0.000, 3.597, 0.015, 15.000, 7, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 23, 15ab, M, 0, 0.000, 5.502, 0.023, 14.000, 5, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 24, 16ba, M, 0, 4.189, 3.828, 0.016, 10.000, 4, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 25, 17ab, M, 0, 0.000, 8.816, 0.037, 30.000, 16, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 26, 18ba, M, 0, 6.193, 2.154, 0.009, 13.000, 8, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 27, 19ab, M, 0, 0.000, 10.666, 0.044, 35.000, 12, 
5, Horizontal, 24000.000, 7, AOI 7, 0.000, 24000.000, 29, 20ba, M, 0, 13.422, 5.518, 0.023, 17.000, 9, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 6, 1ab, M, 0, 13.110, 2.727, 0.011, 13.000, 12, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 7, 2ab, M, 0, 2.382, 2.299, 0.010, 12.000, 10, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 8, 3ab, M, 0, 8.740, 0.378, 0.002, 2.000, 0, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 9, 4ba, M, 0, 12.732, 0.921, 0.004, 3.000, 2, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 10, 5ba, M, 0, 13.882, 2.234, 0.009, 7.000, 8, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 13, 6ba, M, 0, 7.523, 2.415, 0.010, 10.000, 5, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 14, 7ab, M, 0, 11.205, 3.879, 0.016, 15.000, 13, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 15, 8ba, M, 0, 7.968, 1.610, 0.007, 4.000, 4, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 17, 9ab, M, 0, 5.487, 0.986, 0.004, 4.000, 3, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 18, 10ba, M, 0, 12.880, 3.665, 0.015, 10.000, 7, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 19, 11ab, M, 0, 8.017, 6.129, 0.026, 13.000, 11, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 20, 12ba, M, 0, 4.436, 1.099, 0.005, 5.000, 4, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 21, 13ab, M, 0, 16.692, 0.640, 0.003, 3.000, 3, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 22, 14ba, M, 0, 6.818, 0.822, 0.003, 3.000, 1, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 23, 15ab, M, 0, 7.606, 1.512, 0.006, 5.000, 4, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 24, 16ba, M, 0, 8.132, 1.775, 0.007, 6.000, 4, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 25, 17ab, M, 0, 13.980, 1.887, 0.008, 6.000, 2, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 26, 18ba, M, 0, 8.378, 0.427, 0.002, 2.000, 1, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 27, 19ab, M, 0, 38.213, 4.123, 0.017, 12.000, 6, 
5, Horizontal, 24000.000, 8, AOI 8, 0.000, 24000.000, 29, 20ba, M, 0, 47.610, 0.132, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 6, 1ab, M, 0, 33.087, 4.546, 0.019, 15.000, 14, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 7, 2ab, M, 0, 11.075, 2.038, 0.008, 11.000, 8, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 8, 3ab, M, 0, 11.615, 0.787, 0.003, 5.000, 3, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 9, 4ba, M, 0, 13.274, 1.579, 0.007, 5.000, 4, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 10, 5ba, M, 0, 38.968, 3.894, 0.016, 14.000, 15, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 13, 6ba, M, 0, 14.768, 1.296, 0.005, 8.000, 9, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 14, 7ab, M, 0, 18.220, 5.355, 0.022, 21.000, 20, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 15, 8ba, M, 0, 13.750, 0.657, 0.003, 3.000, 3, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 17, 9ab, M, 0, 4.534, 0.115, 0.000, 3.000, 2, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 18, 10ba, M, 0, 25.497, 1.314, 0.005, 5.000, 4, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 19, 11ab, M, 0, 5.717, 3.715, 0.015, 12.000, 10, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 20, 12ba, M, 0, 4.797, 3.433, 0.014, 9.000, 5, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 21, 13ab, M, 0, 7.492, 2.940, 0.012, 6.000, 4, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 22, 14ba, M, 0, 15.065, 0.197, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 23, 15ab, M, 0, 10.876, 4.137, 0.017, 11.000, 4, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 24, 16ba, M, 0, 10.087, 2.711, 0.011, 8.000, 2, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 25, 17ab, M, 0, 24.281, 1.248, 0.005, 8.000, 6, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 26, 18ba, M, 0, 11.467, 2.858, 0.012, 10.000, 11, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 27, 19ab, M, 0, 16.116, 8.349, 0.035, 20.000, 8, 
5, Horizontal, 24000.000, 9, AOI 9, 0.000, 24000.000, 29, 20ba, M, 0, 17.302, 8.113, 0.034, 22.000, 19, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 6, 1ab, M, 0, 30.491, 3.188, 0.013, 10.000, 9, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 7, 2ab, M, 0, 11.960, 0.608, 0.003, 4.000, 3, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 8, 3ab, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 9, 4ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 10, 5ba, M, 0, 38.836, 1.889, 0.008, 5.000, 4, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 13, 6ba, M, 0, 21.635, 0.197, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 14, 7ab, M, 0, 17.168, 1.543, 0.006, 7.000, 6, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 15, 8ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 17, 9ab, M, 0, 5.208, 0.197, 0.001, 2.000, 1, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 18, 10ba, M, 0, 24.560, 0.707, 0.003, 4.000, 3, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 19, 11ab, M, 0, 7.573, 0.673, 0.003, 3.000, 2, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 20, 12ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 21, 13ab, M, 0, 15.147, 0.049, 0.000, 1.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 22, 14ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 23, 15ab, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 24, 16ba, M, 0, 9.923, 1.661, 0.007, 7.000, 4, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 25, 17ab, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 26, 18ba, M, 0, 12.880, 0.263, 0.001, 2.000, 1, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 27, 19ab, M, 0, 42.188, 0.312, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 10, AOI 10, 0.000, 24000.000, 29, 20ba, M, 0, 29.308, 0.164, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 6, 1ab, M, 0, 30.951, 11.253, 0.047, 38.000, 25, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 7, 2ab, M, 0, 13.061, 1.560, 0.007, 15.000, 15, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 8, 3ab, M, 0, 16.330, 0.361, 0.002, 3.000, 1, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 9, 4ba, M, 0, 15.312, 0.903, 0.004, 4.000, 2, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 10, 5ba, M, 0, 51.125, 11.223, 0.047, 26.000, 20, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 13, 6ba, M, 0, 16.526, 1.889, 0.008, 5.000, 4, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 14, 7ab, M, 0, 19.106, 18.034, 0.075, 44.000, 22, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 15, 8ba, M, 0, 14.687, 2.645, 0.011, 9.000, 4, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 17, 9ab, M, 0, 7.836, 0.328, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 18, 10ba, M, 0, 25.628, 11.143, 0.046, 29.000, 12, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 19, 11ab, M, 0, 6.127, 7.937, 0.033, 23.000, 10, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 20, 12ba, M, 0, 5.290, 6.522, 0.027, 21.000, 10, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 21, 13ab, M, 0, 12.765, 2.184, 0.009, 7.000, 3, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 22, 14ba, M, 0, 13.866, 0.460, 0.002, 3.000, 1, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 23, 15ab, M, 0, 11.845, 4.436, 0.018, 15.000, 8, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 24, 16ba, M, 0, 12.190, 3.682, 0.015, 11.000, 6, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 25, 17ab, M, 0, 27.632, 3.547, 0.015, 13.000, 5, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 26, 18ba, M, 0, 16.593, 7.654, 0.032, 29.000, 15, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 27, 19ab, M, 0, 20.831, 20.646, 0.086, 40.000, 9, 
5, Horizontal, 24000.000, 11, AOI 11, 0.000, 24000.000, 29, 20ba, M, 0, 25.218, 7.802, 0.033, 29.000, 23, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 6, 1ab, M, 0, 30.885, 4.058, 0.017, 12.000, 9, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 7, 2ab, M, 0, 14.605, 1.593, 0.007, 4.000, 3, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 8, 3ab, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 9, 4ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 10, 5ba, M, 0, 64.448, 1.971, 0.008, 2.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 13, 6ba, M, 0, 18.514, 0.148, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 14, 7ab, M, 0, 19.008, 1.396, 0.006, 7.000, 6, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 15, 8ba, M, 0, 15.936, 0.148, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 17, 9ab, M, 0, 7.573, 0.148, 0.001, 1.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 18, 10ba, M, 0, 34.155, 0.213, 0.001, 2.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 19, 11ab, M, 0, 7.097, 2.462, 0.010, 7.000, 4, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 20, 12ba, M, 0, 21.160, 0.279, 0.001, 2.000, 1, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 21, 13ab, M, 0, 15.246, 0.394, 0.002, 2.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 22, 14ba, M, 0, -1.000, 0.000, 0.000, 0.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 23, 15ab, M, 0, 16.790, 0.378, 0.002, 1.000, 0, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 24, 16ba, M, 0, 11.401, 1.509, 0.006, 4.000, 2, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 25, 17ab, M, 0, 33.992, 0.737, 0.003, 3.000, 1, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 26, 18ba, M, 0, 28.109, 0.427, 0.002, 2.000, 2, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 27, 19ab, M, 0, 51.700, 1.429, 0.006, 5.000, 3, 
5, Horizontal, 24000.000, 12, AOI 12, 0.000, 24000.000, 29, 20ba, M, 0, 29.275, 0.066, 0.000, 1.000, 0, 